SKU,Name,Description,OriginalPrice,SellingPrice,Availability,size,productLine,ColorID,CategoryID
H04509,4D Fusio Shoes,"The look of speed. The feeling of comfort. These adidas shoes give you a glimpse of the future with their cutting-edge 4D midsole for controlled energy return. You can head out and then stay out. Always in absolute comfort. They not only support the journey, they encourage it.",200.0,180,InStock,XXL,Originals,CL00097,CT211
H04511,4D Fusio Shoes,"The look of speed. The feeling of comfort. These adidas shoes give you a glimpse of the future with their cutting-edge 4D midsole for controlled energy return. You can head out and then stay out. Always in absolute comfort. They not only support the journey, they encourage it.",200.0,180,InStock,L,Men,CL00036,CT211
GS6340,FARM Rio Feelbrilliant AEROREADY High-Rise Tights,"Elevate your style in the gym, on the road or just during errands. These adidas tights are a collaboration with FARM Rio and flash a wildflower-inspired graphic on the leg and a bold print on the high-rise waist. They feature AEROREADY to manage moisture as you're working up a sweat.",45.0,36,InStock,XL,Women,CL00001,CT246
H28787,AEROREADY  Designed to Move Sport Camo-Print Shorts,"Whether you're stepping onto the basketball court, going out for a run or relaxing at home, be ready for anything in these adidas shorts. Move through your day in confidence with a fit that stays in place. Feel dry and fresh even after a sweat session at the gym, thanks to moisture-absorbing AEROREADY.

This product is made with Primegreen, a series of high-performance recycled materials.",30.0,24,InStock,M,Men,CL00035,CT242
GQ1082,Solid Swim Shorts,"Stay comfortable while snorkelling in a coral reef or walking on the beach in these adidas swim shorts. The woven material is lightweight and quick-drying as you move between the ocean and your warm towel. Mesh inner briefs provide coverage and support. 

This product is made with Primegreen, a series of high-performance recycled materials.",25.0,20,InStock,XL,Men,CL00049,CT074
GP8632,The Trackstand Cycling Pants,"Take on the daily commute with classic 3-Stripes style. The adidas Trackstand Cycling Pants blend the look of Tiro track pants with cycling-specific features for smooth transitions on the bike and around town. Ankle snaps let you secure your cuffs away from the chain, or you can roll them up for added clearance. A durable water-repellent finish sheds road spray.",75.0,60,InStock,M,Men,CL00036,CT247
H04508,4D Fusio Shoes,"The look of speed. The feeling of comfort. These adidas shoes give you a glimpse of the future with their cutting-edge 4D midsole for controlled energy return. You can head out and then stay out. Always in absolute comfort. They not only support the journey, they encourage it.",200.0,180,InStock,XXL,Originals,CL00145,CT211
GZ7884,4D Fusio Shoes,"The look of speed. The feeling of comfort. These adidas shoes give you a glimpse of the future with their cutting-edge 4D midsole for controlled energy return. You can head out and then stay out. Always in absolute comfort. They not only support the journey, they encourage it.",200.0,180,InStock,XL,Men,CL00021,CT211
H33690,adidas Sportswear Wrapped 3-Stripes Full-Zip Hoodie,"Is it a Saturday or a Monday? Does it matter? Turns out, no. Zip into this adidas hoodie and embrace casual comfort as you start your day, any day. (Maybe every day?) Keep it going all the way until lights out. Soft fabric and a loose shape let you extend that cozy-in-bed feeling wherever you are, whether on the way to work or to workout. Signature 3-Stripes wrap from sleeve to sleeve to show off your athletic spirit along the way.",65.0,33,InStock,L,Women,CL00068,CT028
H34614,Adicolor Classics Crop Hoodie,"Life is full of big challenges and unknowns. Throw on this adidas Adicolor Classics Crop Hoodie and take them on while wearing something familiar. Soft French terry ensures you stay comfortable, and ribbed details keep the sweatshirt in place so no matter what comes up, you're ready.

Our cotton products support sustainable cotton farming. This is part of our ambition to end plastic waste.",65.0,52,InStock,M,Women,CL00031,CT248
H34691,Club Tennis 3-Stripes Tee,"Country club style with a contemporary twist. Showing off horizontal 3-Stripes on one sleeve, this adidas Club tennis tee is built for comfort. Mesh panels and soft, ventilated fabric keep you cool and dry through the most intense rallies. An underarm gusset provides the freedom you need to nail every shot.

This product is made with Primegreen, a series of high-performance recycled materials.",40.0,32,InStock,M,Men,CL00158,CT075
GP2389,Five Ten Heritage Logo Tee,"Climb hard, rest hard and rock this adidas Five Ten t-shirt through it all. Classic crew style pairs with everything. Its fabric is partially made with recycled cotton, helping to conserve water.

Our cotton products support sustainable cotton farming. This is part of our ambition to end plastic waste.",35.0,28,InStock,L,Men,CL00072,CT073
GL5681,adidas Sportswear Woven 3-Stripes Track Top,"That driven mentality doesn't get left behind on the field. You take it with you. There are things to do, and this adidas track top keeps you comfortable as you get after them. Any time, any day, any place. Throw it on, zip it up and take each part as it comes in a look that showcases your determination with contrast 3-Stripes extending from cuff to cuff across the back. Moisture-wicking AEROREADY and mesh lining offer extra comfort and cool relief to balance your daily moves. Let's go.",70.0,42,InStock,L,Men,CL00136,CT249
GM4601,Five Ten Felsblock Shorts,Move naturally. The lightweight and unrestricted feel of these adidas Five Ten shorts is made for movement. Their adventure-ready design offers mobility and stretch for approach hikes and climbs.,60.0,48,InStock,S,Men,CL00185,CT250
H22840,Adicolor Classics Trefoil Tee (Plus Size),"The brand with the 3-Stripes strives to be better. To be the best. Created to be truly original, the Adicolor collection keeps heritage its heart. The iconic Trefoil logo celebrates that energy front and center on this adidas classic t-shirt. Soft single jersey feels soft against your skin.

By buying cotton products from us, you're supporting more sustainable cotton farming.",30.0,24,InStock,XXL,Women,CL00110,CT066
H39842,adidas Z.N.E. Sportswear Hoodie,"It's not just about getting in the moment. It's about staying there. Quiet the outside (and inside) noise when you zip into this adidas hoodie. While distractions are inevitable, the comfort of this sweatshirt helps you focus on the game ahead. Soft, slightly-stretchy cotton, moisture-absorbing fabric, pre-shaped sleeves – every part of the design is geared for you to walk on to play feeling cool and ready.",100.0,80,InStock,L,Men,CL00115,CT251
GM4772,Terrex Liteflex Hiking Pants,"Freedom to move is the name of the game. These adidas Terrex Liteflex Hiking Pants have a wide elastic waistband with silicone grip, which is ideal if you're layering on a backpack or hip bag. Extra stretch lets you hike and manoeuvre unhindered through more challenging, uneven terrain. The water-repellent fabric gives you the peace of mind to keep moving in foul weather. Hit the trail for the long haul.",80.0,64,InStock,M,Men,CL00111,CT252
G58804,adidas FortaRun x LEGO® DOTS™ Shoes,"The more color, the better. If that's your little one's motto, then they'll like these kids' adidas LEGO® DOTS shoes. They're a comfortable, everyday pair that's good for gym class and practice. Stretchy laces make them easy to slip on without grown-up assistance.",50.0,40,InStock,S,Kids,CL00082,CT253
GR0678,FC Bayern Tee,A fresh take on club pride. This juniors' adidas soccer tee comes in the same shade of red as the FC Bayern home kit. The graphic on the chest pocket pulls inspiration from the mountains around Munich. A club crest covers the back.,25.0,20,InStock,XXL,Kids,CL00024,CT254
GI7303,Terrex Multi Primegreen Full-Zip Fleece Jacket,Let the adventures continue. Zip up this adidas Terrex fleece jacket for breathable warmth that layers well. Its grid-fleece design enhances breathability and warmth for increased temperature regulation and quick-drying comfort.,70.0,49,InStock,L,Men,CL00083,CT255
GR4080,adidas Sportswear Comfy and Chill Tee,"How do you find balance? Do you take the full unplug and unwind route? Or is it more of a no agenda, but all the possibilities approach? This adidas t-shirt was made for both. In fact, it was made for it all with moisture-absorbing fabric and soft cotton to make sure comfort is always felt. Did we mention the stretch? There's a little of that too, to really up the comfort levels even more.",30.0,24,InStock,XXL,Men,CL00074,CT256
GT1694,Utilitas Hooded Parka,"Nothing is the same two days in a row. Not in nature. Not in the city. Be prepared for all the weather shifts in this adidas parka. Padded for warmth, this do-it-all jacket also has adjustable cuffs and a cozy hoodie to help keep the cold out. Removable faux-fur trim lets you customize the look.

This product is made with recycled content as part of our ambition to end plastic waste.",160.0,128,InStock,M,Women,CL00106,CT257
H29178,Aeromotion Tee,"Eliminate wardrobe malfunctions whether you're powering through your weightlifting routine or schooling your friends in pickup basketball. This adidas training t-shirt is designed with a lightweight, stretchy build that moves with you, and it's cut slim for zero distractions. Moisture-absorbing AEROREADY keeps you dry and comfortable, while mesh side panels provide cooling ventilation.

This product is made with Primegreen, a series of high-performance recycled materials.",30.0,24,InStock,L,Men,CL00163,CT258
GT9739,Adizero 1/2 Zip Long Sleeve Tee,"More of the warmth, less of the weight. This adidas running tee gives you a light, stretchy layer to wear while training and racing. AEROREADY wicks moisture, so you stay dry before it gets cold. Slip the thumbhole sleeves over your hands for extra coverage.

This product is made with Primegreen, a series of high-performance recycled materials.",85.0,68,InStock,L,Women,CL00202,CT034
GT1692,Utilitas Hooded Parka,"Nothing is the same two days in a row. Not in nature. Not in the city. Be prepared for all the weather shifts in this adidas parka. Padded for warmth, this do-it-all jacket also has adjustable cuffs and a cozy hoodie to help keep the cold out. Removable faux-fur trim lets you customize the look.

This product is made with recycled content as part of our ambition to end plastic waste.",160.0,128,InStock,L,Women,CL00103,CT257
GT9780,adidas Z.N.E. Sportswear Hoodie,"It's not just about getting in the moment. It's about staying there. Quiet the outside (and inside) noise when you zip into this adidas hoodie. While distractions are inevitable, the comfort of this sweatshirt helps you focus on the game ahead. Soft, slightly-stretchy cotton, moisture-absorbing fabric, pre-shaped sleeves – every part of the design is geared for you to walk on to play feeling cool and ready.",100.0,80,InStock,M,Men,CL00144,CT251
GZ7927,Hoops 2.0 Mid Shoes,Timeless basketball-inspired style. These adidas mid-cut shoes give you the best of classic sports vibes and modern streetwear style all rolled up in one. The synthetic leather upper has a mesh collar and a cozy sockliner to keep your feet comfortable.,65.0,46,InStock,M,Men,CL00190,CT127
HB1419,adidas Sportswear Future Icons 3-Stripes Sweatshirt,"Pro tip: always keep this adidas sweatshirt on hand. That is, if it's not already on your body. There are few better rewards than comfort after a long workout or practice, and when you have this soft layer right there in your gym bag, you reach that comfort in seconds. And then you stay. You settle in. You feel that blissed-out exhaustion from giving it your all. From there, it's all you. Whatever you want to do, wherever you want to go, this pullover is down for it.",55.0,44,InStock,XXL,Men,CL00002,CT165
FZ2489,Adizero RC 3 Shoes,"When you're smashing past another PR or hurtling towards the finish line, you'll want to have these adidas running shoes with you. Kick it into high gear in the ultra-light build that supports your stride without weighing you down. Lightstrike cushioning has a snappy feel and the mesh upper lets your feet breathe.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",100.0,80,InStock,XL,Men,CL00205,CT259
GR4259,Real Madrid Tee,"You stand with the club in the Bernabéu and around town afterwards. This juniors' adidas Real Madrid soccer tee lets the world know who you shout for. Its cotton build and crewneck gives it a classic, comfortable feel.

By buying cotton products from us, you're supporting more sustainable cotton farming.",25.0,20,InStock,S,Kids,CL00009,CT260
H21531,adidas Sportswear Comfy and Chill Tee,"How do you find balance? Do you take the full unplug and unwind route? Or is it more of a no agenda, but all the possibilities approach? This adidas t-shirt was made for both. In fact, it was made for it all with moisture-absorbing fabric and soft cotton to make sure comfort is always felt. Did we mention the stretch? There's a little of that too, to really up the comfort levels even more.",30.0,24,InStock,XL,Men,CL00204,CT256
FY4084,Adizero RC 3 Tokyo Shoes,"When you're smashing past another PR or hurtling towards the finish line, you'll want to have these adidas running shoes with you. Kick it into high gear in the ultra-light build that supports your stride without weighing you down. Lightstrike cushioning has a snappy feel and the mesh upper lets your feet breathe.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",100.0,80,InStock,M,Men,CL00079,CT134
H21533,adidas Sportswear Comfy and Chill Tee,"How do you find balance? Do you take the full unplug and unwind route? Or is it more of a no agenda, but all the possibilities approach? This adidas t-shirt was made for both. In fact, it was made for it all with moisture-absorbing fabric and soft cotton to make sure comfort is always felt. Did we mention the stretch? There's a little of that too, to really up the comfort levels even more.",30.0,24,InStock,XXL,Men,CL00163,CT256
GT7836,Ergo Tennis Shorts,"Cut to help you create. These adidas tennis shorts are ergonomically designed to give you full movement on court. Paired with soft, stretchy fabric, moisture-wicking AEROREADY keeps you comfortable until the final shot.",60.0,48,InStock,XXL,Men,CL00142,CT261
HB1418,adidas Sportswear Future Icons 3-Stripes Sweatshirt,"Pro tip: always keep this adidas sweatshirt on hand. That is, if it's not already on your body. There are few better rewards than comfort after a long workout or practice, and when you have this soft layer right there in your gym bag, you reach that comfort in seconds. And then you stay. You settle in. You feel that blissed-out exhaustion from giving it your all. From there, it's all you. Whatever you want to do, wherever you want to go, this pullover is down for it.",55.0,44,InStock,XL,Men,CL00071,CT165
EX6696,Superlite Hat,"When the sun's blazing, you've got to dress accordingly. Top off your warm-weather workout ensemble with this adidas Superlite Hat. The comfortable, six-panel construction has perforated side panels to help keep you cool. A non-glare undervisor makes running on bright concrete easy on the eyes. 

This product is made with recycled content as part of our ambition to end plastic waste.",24.0,17,InStock,L,Women,CL00205,CT262
H45374,adidas Sportswear Comfy & Chill Pants,"The feeling is unbeatable. That mix of exhausted bliss, well-worked muscles and the knowledge that there's nothing you have to do but just be. Give into it in these adidas pants. You'll quickly switch into chill mode thanks to a French terry build, every inch of that soft goodness rewarding the moments that led you here.",55.0,44,InStock,L,Men,CL00202,CT263
H56354,adidas Sportswear Comfy & Chill Pants,"The feeling is unbeatable. That mix of exhausted bliss, well-worked muscles and the knowledge that there's nothing you have to do but just be. Give into it in these adidas pants. You'll quickly switch into chill mode thanks to a French terry build, every inch of that soft goodness rewarding the moments that led you here.",55.0,44,InStock,S,Men,CL00143,CT263
GT4792,4CMTE Four Panel RAIN.RDY Running Training Cycling Cap,"Don't let the weather ruin your routine. This adidas cycling cap blocks wind and water with RAIN.RDY. Wear it for running, racing or daily commutes. The knit sweatband keeps sweat off your face, and a reflective logo adds a bit of shine to grey days. 

This product is made with Primegreen, a series of high-performance recycled materials.",30.0,21,InStock,XL,Running,CL00063,CT264
EX6588,Linear Superlite Super-No-Show Socks 6 Pairs,"Warm-weather ready. You're all set for sunny days on the field or that outdoor HIIT class in these adidas socks. Stretchy, lightweight and made with moisture-wicking yarn, your feet stay dry and comfortable. The best part? The anti-slip, super no-show design lets you lunge and squat without having to pause to pull up your socks.",20.0,14,InStock,S,Women,CL00141,CT014
EX4446,Stretch Cotton Trunk Briefs 3 Pairs,"Little comforts make a big difference. Just look at these adidas boxer briefs. They're made with soft, quick-dry fabric that keeps you feeling fresh and a stay-put design that keeps you covered from your first rep to your last. Get comfortable and give it your all.

Our cotton products support sustainable cotton farming. This is part of our ambition to end plastic waste.",30.0,21,InStock,XXL,Men,CL00153,CT047
EY0208,Long Sleeve Tee and Printed Tights Set,"It doesn't get any easier than a matching set. This adidas head-to-toe look keeps kids comfortable from playdates to rainy days at home. The hooded tee is cut to move, with drop shoulders and a droptail hem. It comes with graphic tights that are soft and stretchy.",44.0,36,InStock,XL,Kids,CL00105,CT265
EX6537,Santiago Lunch Bag,"Training takes work. Pack up this adidas lunch bag and keep your body refueled and recharged. Insulated to keep your lunch cool, it's got a roomy main pocket and a front pocket for easy access to snacks. A clip on the top lets you attach it to another bag so you never leave it behind. 

This product is made with recycled content as part of our ambition to end plastic waste.",25.0,20,InStock,XL,Training,CL00209,CT111
EY3692,Relaxed Camo Trefoil Hat,"How is it that camo manages to be both low-key and high-vis? It all depends on where you wear it, and in this silky adidas hat, that's everywhere. Dressed up. Dressed down. Camo adds an edge any way you style it.",26.0,21,InStock,L,Men,CL00005,CT266
EY0004,Camo Pants,You don't have to do or say anything to make your mark in these juniors' adidas pants. The bold camo print does your talking for you. Blocks of color and 3-Stripes on the sides keep the look fresh. A drawcord-adjustable waist is comfortable and casual.,40.0,28,InStock,XXL,Kids,CL00107,CT267
EX6535,Santiago Lunch Bag,"Training takes work. Pack up this adidas lunch bag and keep your body refueled and recharged. Insulated to keep your lunch cool, it's got a roomy main pocket and a front pocket for easy access to snacks. A clip on the top lets you attach it to another bag so you never leave it behind. 

This product is made with recycled content as part of our ambition to end plastic waste.",25.0,20,InStock,XL,Training,CL00126,CT111
EX6529,Santiago Lunch Bag,"Training takes work. Pack up this adidas lunch bag and keep your body refueled and recharged. Insulated to keep your lunch cool, it's got a roomy main pocket and a front pocket for easy access to snacks. A clip on the top lets you attach it to another bag so you never leave it behind. 

This product is made with recycled content as part of our ambition to end plastic waste.",25.0,20,InStock,L,Training,CL00188,CT111
EW3431,Originals Sunglasses OR0013,"These adidas sunglasses are comfortable, classy and lightweight. And they filter those rays, so you can stop squinting and start shining a little yourself.",100.0,70,InStock,L,Originals,CL00059,CT268
EX6528,Santiago Lunch Bag,"Training takes work. Pack up this adidas lunch bag and keep your body refueled and recharged. Insulated to keep your lunch cool, it's got a roomy main pocket and a front pocket for easy access to snacks. A clip on the top lets you attach it to another bag so you never leave it behind. 

This product is made with recycled content as part of our ambition to end plastic waste.",25.0,20,InStock,M,Training,CL00105,CT111
EX6531,Santiago Lunch Bag,"Training takes work. Pack up this adidas lunch bag and keep your body refueled and recharged. Insulated to keep your lunch cool, it's got a roomy main pocket and a front pocket for easy access to snacks. A clip on the top lets you attach it to another bag so you never leave it behind. 

This product is made with recycled content as part of our ambition to end plastic waste.",25.0,20,InStock,XL,Training,CL00080,CT111
GZ5350,Retrorun Shoes,"From low key to dressy, these versatile adidas shoes pair with a variety of looks. The plush feel keeps you comfortable on casual strolls through the park and long afternoons on your feet. The retro design has suede overlays for a sharp finish.",65.0,52,InStock,L,Women,CL00119,CT106
EX6853,Classic Superlite No-Show Socks 6 Pairs,"Don't let anything weigh you down or hold you back. Slip on the next-to-nothing feel of your adidas no-show socks. You'll be good to go, with classic comfort from heel to toe.",20.0,16,InStock,XXL,Men,CL00106,CT014
H25047,Runner Tee,"Every time you throw on the adidas Runner Tee and head out the door, you're signaling your commitment to yourself and to the health of the planet. The soft and comfortable t-shirt is made of recycled materials, one step adidas is making toward creating products with less environmental impact. We know it's just a first step toward a sustainable future. But that's where the journey begins.",45.0,36,InStock,S,Men,CL00159,CT206
H25046,Runner Tee,"Every time you throw on the adidas Runner Tee and head out the door, you're signaling your commitment to yourself and to the health of the planet. The soft and comfortable t-shirt is made of recycled materials, one step adidas is making toward creating products with less environmental impact. We know it's just a first step toward a sustainable future. But that's where the journey begins.",45.0,36,InStock,L,Men,CL00205,CT206
GN7927,Badge of Sport Tee,"Put your brand pride on full display. A simple yet versatile look, this long sleeve t-shirt keeps you comfortable while on the move or lounging at home. A contrast adidas Badge of Sport stands out on the chest.",30.0,21,InStock,XL,Men,CL00203,CT068
H20107,AEROREADY 3-Stripes 8-Inch Shorts,"Don't be fooled by their minimalist looks. Although these training shorts have streetwear appeal, they can handle HIIT and boot camp workouts. The woven fabric is light and airy, so you feel free to move. The secure waistband sits flat against your skin, minimizing adjustments through your squats and burpees. Slip your locker key into the zip pockets and get moving.",40.0,32,InStock,M,Men,CL00158,CT269
GN7926,Badge of Sport Tee,"Put your brand pride on full display. A simple yet versatile look, this long sleeve t-shirt keeps you comfortable while on the move or lounging at home. A contrast adidas Badge of Sport stands out on the chest.",30.0,21,InStock,S,Men,CL00170,CT068
EW4470,Cushioned Angle Stripe Low-Cut Socks 6 Pairs,"With lots of cushioning in the heel and toe and a soft, stretchy feel, these kids' socks are big on comfort. Whether they're bouncing around between classes, practice or after-school activities, their little feet will stay dry thanks to moisture-wicking yarn and a mesh upper. An adidas Badge of Sport and 3-Stripes give the socks a classic adidas feel.",16.0,13,InStock,XXL,Kids,CL00024,CT014
H25050,Runner Tee,"Every time you throw on the adidas Runner Tee and head out the door, you're signaling your commitment to yourself and to the health of the planet. The soft and comfortable t-shirt is made of recycled materials, one step adidas is making toward creating products with less environmental impact. We know it's just a first step toward a sustainable future. But that's where the journey begins.",45.0,36,InStock,S,Men,CL00043,CT206
GV7370,Retrorun Shoes,"From low key to dressy, these versatile adidas shoes easily pair with a variety of looks. The plush feel keeps you comfortable on casual strolls through the park and long afternoons on your feet. The retro design has suede overlays for a sharp finish.",65.0,52,InStock,S,Women,CL00131,CT106
EX6776,Relaxed Marble Wash Hat,"Sunshine and blue skies melt together like a dream. Pull on the easy-wearing cotton comfort of this adidas hat and feel the summer vibes. The flowy marble wash is unique to your cap alone. 

By buying cotton products from us, you're supporting more sustainable cotton farming.",28.0,23,InStock,S,Men,CL00004,CT270
EX4818,Originals Sunglasses OR0032,"Timeless and easy. The iconic navigator shape gets an update with an acetate frame. These adidas Originals sunglasses add retro style to any outfit, and up your cool factor like no other accessory.",160.0,112,InStock,XL,Originals,CL00070,CT271
GV7374,Retrorun Shoes,"From low key to dressy, these versatile adidas shoes easily pair with a variety of looks. The plush feel keeps you comfortable on casual strolls through the park and long afternoons on your feet. The retro design has suede overlays for a sharp finish.",65.0,52,InStock,S,Women,CL00171,CT106
GQ1346,Runner Tee,"Every time you throw on the adidas Runner Tee and head out the door, you're signaling your commitment to yourself and to the health of the planet. The soft and comfortable t-shirt is made of recycled materials, one step adidas is making toward creating products with less environmental impact. We know it's just a first step toward a sustainable future. But that's where the journey begins.",45.0,36,InStock,XXL,Men,CL00160,CT206
EX7146,Cushioned X Mid-Crew Socks 3 Pairs,"Give every workout a soft landing in these adidas crew-length training socks. Soft, stretchy yarn wicks sweat for elevated dryness. Extra cushioning in the footbed keeps you comfortable through jump rope drills and sprints.",18.0,15,InStock,M,Men,CL00001,CT047
H25045,Runner Tee,"Every time you throw on the adidas Runner Tee and head out the door, you're signaling your commitment to yourself and to the health of the planet. The soft and comfortable t-shirt is made of recycled materials, one step adidas is making toward creating products with less environmental impact. We know it's just a first step toward a sustainable future. But that's where the journey begins.",45.0,36,InStock,XL,Men,CL00086,CT206
EY0066,Indicator Jacket,The walk to the gym or home from the bus stop just got easier. This juniors' adidas jacket adds a layer of warmth when the sun dips behind a cloud and the wind picks up. Flip up the hood and put your hands in the kangaroo pockets. Comfort achieved.,50.0,40,InStock,M,Kids,CL00004,CT272
EX7508,Relaxed Marble Wash Hat,"Feel the essence of flowing rivers and rolling hills, even on crowded city streets. Peaceful earth-inspired colors complement the easy-wearing cotton comfort of this adidas hat. The flowy marble wash is unique to your cap alone. 

By buying cotton products from us, you're supporting more sustainable cotton farming.",28.0,23,InStock,L,Men,CL00209,CT270
EX7025,VFA Backpack,"Does getting ready in the morning feel like packing for summer camp? No one else needs to know that. This adidas backpack looks refined enough to wear to work, and it holds enough to take you to the yoga studio and out with friends before you head home. Throw in your gym clothes, casual clothes and a water bottle. Tuck your phone in the media pocket so you can listen to your tunes between each stop.",50.0,40,InStock,M,Women,CL00166,CT273
FW6968,X Ghosted.3 Laceless Firm Ground Cleats,"The only thing that makes defenders sweat more than seeing you on the pitch? Not seeing you at all. Pull on X Ghosted and discover next-level speed. The stretchy tongue on these adidas soccer cleats means you'll get into them without a glitch. Lightweight and laceless, the mesh upper hugs the foot so you're securely strapped in for every sprint. The low-cut silhouette with signature Clawcollar shape locks your foot in for match-long stability and support.",100.0,80,InStock,XL,Soccer,CL00154,CT021
H07813,Essentials Logo Tee (Plus Size),"There's nothing more essential than a trusty t-shirt. It's the foundation of any wardrobe, and this one brings comfort and style to your closet. The adidas Badge of Sport adds a touch of style to this everyday tee. The soft cotton jersey is ready for all-day wear. 

By buying cotton products from us, you're supporting more sustainable cotton farming.",25.0,20,InStock,XL,Women,CL00200,CT066
EX4821,Originals Sunglasses OR0032,"Timeless and easy. The iconic navigator shape gets an update with an acetate frame. These adidas Originals sunglasses add retro style to any outfit, and up your cool factor like no other accessory.",160.0,112,InStock,XL,Originals,CL00135,CT271
GS3935,adidas x Zoe Saldana Long Sleeve Tee,"Your growth, your goals and the challenges you face along the way are all part of your journey. This adidas tee was created in collaboration with Zoe Saldana to inspire you to move with confidence, no matter where you are on your path. Smooth material lays softly on your body so you can feel comfortable in your own skin. A solid color offers styling versatility.

This product is made with recycled content as part of our ambition to end plastic waste.",35.0,28,InStock,XL,Women,CL00147,CT034
H14696,Zebra Logo Graphic Tee,"Keep the excitement of the game flowing, even when you're off the court, in this adidas t-shirt. The soft-printed graphic integrates a zebra print with the iconic adidas Badge of Sport. Mix and match it into any casual outfit for a touch of sport-inspired style that doesn't sacrifice comfort.

By buying cotton products from us, you're supporting more sustainable cotton farming.",25.0,20,InStock,XL,Women,CL00040,CT029
H20456,HER Studio London Hoodie,"Prints make life more fun. Female-led print house HER Studio London know all about it. That's why they decked out this hoodie in a vibrant mix of checked patterns and florals. The adidas Trefoil logo on the front? That's pure sport heritage. Dream team. 

By buying cotton products from us, you're supporting more sustainable cotton farming.",70.0,56,InStock,L,Women,CL00120,CT274
H48154,Aggies Long Sleeve Quarter-Zip Knit Sweatshirt,"Root for the Aggies on game day or any day. This adidas AEROREADY quarter-zip sweatshirt absorbs moisture to keep you dry and comfortable, whether it's a blowout or a nail-biter. A Texas A&M logo has pride of place over your heart.

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic.",75.0,60,InStock,XL,Women,CL00069,CT196
H33694,Adicolor Classics Satin Dress,"Seize the sunbeam. This casual adidas dress is cut from satin fabric that practically glows in the light. The sleeveless cut lets your shoulders soak up some rays too.

This product is made with Primegreen, a series of high-performance recycled materials.",60.0,48,InStock,S,Women,CL00189,CT275
H11395,Adicolor Oversized Sweatshirt,"With playful proportions and a vibrant color palette, the statement-making Adicolor Oversized Sweatshirt serves up minimalism with a contemporary twist. ​
​
Made from sumptuous French cotton-terry with an oversized fit, the hoodie is the ideal choice for those laid-back days spent lounging at home. Heading out the door? Simply throw on sneakers and jeans and you're good to go. ​
​
Billowing sleeves are given definition thanks to ribbed cuffs—which also keep you snug on those brisk early morning walks—while the tiny tonal Trefoil badge adds a touch of casual-cool to the versatile wardrobe staple. 
​
The cherry on top? Our cotton products support more sustainable cotton farming. A win win for the planet and your wardrobe.",85.0,68,InStock,L,Women,CL00147,CT276
H32461,R.Y.V. Sling Pack,"When you hear your dreams calling, answer them. Don't wait. Don't hesitate. Zip your stuff in this adidas sling bag and follow your own path with confidence. Durable ripstop fabric and utilitarian pockets show that you don't mess around when it comes to self expression.

This product is made with recycled content as part of our ambition to end plastic waste.",58.0,41,InStock,XXL,Originals,CL00210,CT277
HA5695,adidas Sportswear Future Icons Animal-Print Sweatshirt,"It's a fact. There is no wrong time for animal prints — especially when they're popping off this adidas sweatshirt. Move through your day supported by its soft, cozy fabric. The fun pattern keeps your look extra fresh. 

This product is made with Primegreen, a series of high-performance recycled materials.",60.0,48,InStock,XL,Women,CL00026,CT278
H14695,Zebra Logo Graphic Tee,"Keep the excitement of the game flowing, even when you're off the court, in this adidas t-shirt. The soft-printed graphic integrates a zebra print with the iconic adidas Badge of Sport. Mix and match it into any casual outfit for a touch of sport-inspired style that doesn't sacrifice comfort.

By buying cotton products from us, you're supporting more sustainable cotton farming.",25.0,20,InStock,XXL,Women,CL00066,CT029
H20483,Marimekko Trefoil Infill Cropped Tee,"Double down on self-expression. Wear this sporty cropped t-shirt with cycling shorts, an oversize blazer or some roller skates. Anything works. Show off your midriff or go high-rise. It's up to you. However you style it, bright colors on an adidas Trefoil logo serve up a fun mix of Finnish design and sport heritage. 

By buying cotton products from us, you're supporting more sustainable cotton farming.",35.0,25,InStock,M,Women,CL00062,CT153
H06683,Adicolor Classics 3-Stripes Windbreaker,"The Adicolor Classics 3-Stripes Windbreaker is the best jacket for crisp winter mornings and long commutes in the city. Especially when you flip up the hood.

Taking inspiration from our sports archives and reinventing it for today, the jacket fuses 90s-inspired style with functional design details. Multiple pockets are there to keep your valuables safe and easily accessible, while the iconic 3-Stripes and relaxed fit give it a casual-cool vibe.

Bold and bright, in true Adicolor style, the jacket is made from lightweight recycled polyester that's ideal for transitional weather and weekend trips away. Pair yours with other items from the collection for maximum impact.",100.0,80,InStock,M,Men,CL00089,CT279
H28794,AEROREADY  Designed to Move Sport Camo Logo Tee,"When activity is part of your daily routine, this adidas tee keeps you ready for whatever comes next. Stay feeling dry and fresh while you work, thanks to moisture-absorbing AEROREADY. Move freely in distraction-free comfort, from the basketball court to the weight room and beyond. The unique camo print turns up the style on your workout look.

This product is made with Primegreen, a series of high-performance recycled materials.",25.0,20,InStock,S,Men,CL00089,CT073
GS4155,Zebra Logo Graphic Tee,"Keep the excitement of the game flowing, even when you're off the court, in this adidas t-shirt. The soft-printed graphic integrates a zebra print with the iconic adidas Badge of Sport. Mix and match it into any casual outfit for a touch of sport-inspired style that doesn't sacrifice comfort.

By buying cotton products from us, you're supporting more sustainable cotton farming.",25.0,20,InStock,M,Women,CL00003,CT029
